Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
21.54,44.06,29.56,2,3,17,0,21,5
33.42,58.66,41.67,1,9,10,0,13,4
32.22,54.87,69.52,2,1,13,1,34,5
32.39,62.04,43.21,0,6,36,0,3,1
27.02,45.11,48.36,0,9,33,0,0,6
24.06,61.27,35.5,1,0,7,0,3,4
21.63,46.14,40.71,1,1,13,14,8,5
23.77,56.55,20.0,1,0,8,5,28,0
21.54,46.95,31.7,1,6,36,2,0,3
23.2,50.07,39.24,3,3,41,4,0,6
36.02,60.38,61.57,2,7,9,13,26,4
34.17,61.19,52.4,4,5,19,0,23,4
22.6,55.01,40.3,1,1,39,0,0,5
27.44,57.01,28.59,0,10,26,2,16,1
25.8,48.06,42.13,2,1,4,11,20,1
39.49,59.18,34.57,2,1,11,3,39,0
26.64,53.53,43.92,1,5,13,11,18,1
32.09,75.71,34.53,4,0,13,0,17,1
25.79,48.09,58.09,4,7,39,1,0,2
24.8,52.55,31.96,1,0,24,4,15,5
33.69,70.29,30.14,1,7,14,4,36,0
29.34,50.88,56.44,2,1,11,0,38,2
37.46,66.33,49.74,4,7,11,3,40,4
33.0,70.78,53.38,0,3,30,0,2,6
25.32,60.92,27.45,2,1,8,3,35,4
30.49,62.68,54.33,3,8,11,0,39,4
30.32,74.54,28.58,2,7,6,0,34,1
32.0,69.46,51.38,0,1,12,0,6,5
30.09,50.47,63.24,4,0,12,0,36,1
32.55,61.3,70.0,1,9,7,14,14,4
29.27,44.77,37.58,4,3,25,0,22,5
28.93,67.15,49.11,2,7,16,0,36,4
27.16,59.89,53.85,0,4,13,0,33,5
33.73,70.72,33.03,3,3,34,4,4,3
39.43,54.27,49.34,4,3,15,0,41,2
26.07,69.48,54.33,1,5,6,8,14,3
32.35,60.72,43.59,3,4,17,0,25,3
34.2,76.61,35.31,4,8,10,5,32,3
34.55,55.64,37.76,4,0,37,2,0,0
20.22,58.88,39.39,4,8,25,0,22,4
33.17,52.85,22.87,4,1,40,3,1,0
37.79,67.0,32.71,4,6,38,0,0,5
27.98,60.54,46.23,4,3,13,3,34,6
27.24,51.2,39.43,4,4,10,14,21,4
34.9,57.7,66.08,3,10,34,0,0,2
31.77,61.86,29.83,2,4,7,0,10,1
27.38,63.54,38.63,2,2,21,0,26,0
30.85,61.14,54.1,3,8,34,0,0,1
34.43,53.83,67.15,1,3,12,13,31,2
32.02,55.71,67.83,1,3,14,6,27,3
30.87,48.15,28.62,2,5,41,0,3,3
30.34,65.67,31.36,4,0,15,19,14,5
39.88,61.95,47.99,0,2,7,10,25,1
25.91,49.54,54.66,2,5,7,18,17,6
26.43,46.63,42.08,4,3,8,17,19,2
30.48,65.53,69.54,0,5,16,2,40,0
36.97,55.81,41.5,1,2,35,0,0,5
27.63,60.94,44.64,3,6,7,3,39,4
24.24,45.83,31.62,1,6,3,16,11,4
36.09,59.96,40.07,3,10,38,0,4,4
29.1,73.96,55.31,1,5,26,0,19,5
31.11,59.97,37.7,3,9,8,18,21,5
22.24,53.86,57.32,3,2,9,17,15,6
27.82,55.13,42.05,4,9,20,0,23,6
39.12,70.65,46.22,1,3,7,0,42,3
25.31,51.79,51.38,1,9,27,0,17,0
31.03,60.24,49.2,4,8,39,0,1,4
34.83,50.31,46.32,4,4,11,0,10,3
37.71,79.73,38.27,0,6,8,0,43,5
24.45,67.55,32.45,3,2,16,18,13,3
37.69,72.0,68.84,4,5,11,0,37,2
29.54,53.63,58.72,1,6,39,0,0,0
29.25,48.93,39.46,1,6,35,0,3,3
26.75,59.07,20.0,1,0,11,10,9,3
22.76,48.63,20.61,1,8,13,2,40,0
24.26,46.73,63.59,1,4,14,8,19,4
31.35,50.33,31.43,2,9,12,7,32,4
35.06,63.37,43.28,4,1,8,12,27,2
35.85,66.05,54.54,2,6,34,0,0,0
35.75,63.33,35.33,1,5,42,4,0,4
24.06,50.18,49.03,4,4,22,0,16,3
35.64,52.08,40.4,0,10,19,0,27,1
30.3,48.94,35.02,0,2,27,1,23,4
30.14,73.6,67.33,3,9,21,0,20,5
33.84,63.74,29.44,0,1,10,8,26,5
31.5,63.37,26.54,1,10,11,0,44,5
31.37,66.0,54.39,0,4,5,11,28,4
24.09,56.99,25.25,3,8,38,0,0,6
28.75,58.24,64.26,1,1,5,6,35,5
29.46,54.26,34.31,1,6,8,14,23,2
32.22,54.1,33.62,3,2,21,1,15,1
29.28,59.35,30.16,1,1,10,22,12,1
25.75,50.81,43.31,1,0,9,0,38,4
29.84,52.93,40.42,1,5,43,0,0,0
31.58,72.67,27.01,1,3,11,0,15,5
35.52,53.01,36.3,1,8,26,0,27,3
24.01,50.76,23.95,1,8,10,14,31,3
28.52,53.93,37.44,0,5,12,0,35,1
27.56,69.63,55.59,0,0,6,11,35,3
34.13,60.59,68.17,3,9,13,7,19,6
35.28,59.92,52.55,0,5,11,12,28,6
34.8,59.38,24.81,3,6,5,4,33,3
39.55,79.33,53.87,3,9,35,3,0,6
27.27,70.2,48.0,0,8,21,0,22,6
40.0,60.57,39.92,0,7,11,0,18,4
35.0,71.76,41.14,1,9,13,4,39,4
32.67,72.64,62.88,1,4,41,4,0,2
30.88,57.26,21.02,1,1,14,0,16,2
35.06,71.81,44.59,3,6,7,22,21,3
27.2,53.22,65.54,0,4,37,0,3,1
31.64,57.41,46.37,3,5,11,14,16,1
23.83,54.44,52.12,1,1,3,13,11,0
34.53,50.56,59.52,3,4,6,12,33,1
32.26,46.78,65.84,1,5,37,4,0,4
33.72,54.76,55.49,2,4,9,0,36,5
31.51,61.78,30.0,2,1,37,0,0,1
39.52,68.5,46.86,3,3,11,4,36,5
29.04,69.4,35.7,2,6,25,0,18,1
29.36,57.52,28.75,1,0,12,0,40,5
31.55,55.2,56.98,1,4,9,15,10,2
30.73,58.57,39.43,3,6,11,0,6,3
21.81,44.3,53.45,2,3,24,0,17,1
28.73,53.76,21.09,3,6,14,4,44,3
30.44,50.27,63.48,1,5,9,3,35,6
26.71,61.14,45.55,4,2,19,0,17,6
33.67,60.82,20.16,1,1,4,5,29,6
30.18,58.08,31.69,3,9,17,2,14,0
30.96,71.75,32.0,0,2,8,3,39,6
27.86,65.21,33.52,4,10,9,18,11,0
23.48,62.95,44.68,3,10,40,3,1,6
25.76,59.69,42.9,1,6,9,9,25,6
34.01,66.76,38.99,4,10,43,0,4,1
28.1,63.12,59.22,1,10,41,2,1,3
36.54,59.79,31.06,4,3,17,4,19,5
36.4,64.47,41.6,0,7,11,3,6,6
29.53,62.5,21.78,0,1,36,0,0,4
26.54,60.09,68.52,1,10,8,3,9,1
34.58,71.62,47.49,0,0,0,12,30,5
31.48,62.41,24.55,4,8,14,0,34,2
34.25,73.85,41.28,0,0,10,22,18,2
25.08,62.43,46.48,2,5,22,1,21,3
28.44,55.65,65.23,4,7,38,2,0,4
25.89,50.14,30.58,3,1,33,0,1,4
32.12,77.32,23.3,0,4,7,3,37,2
34.41,61.06,44.38,1,0,1,6,29,4
34.19,62.08,20.0,0,6,8,6,27,0
38.22,57.94,50.07,4,6,6,0,12,2
27.87,55.62,31.24,2,2,12,0,42,3
27.56,65.73,22.89,4,9,3,12,17,4
28.02,48.4,57.89,4,3,16,0,30,0
24.06,59.62,70.0,3,8,17,0,32,0
23.7,61.92,38.39,1,3,8,3,33,6
26.86,65.22,55.92,3,4,5,15,12,3
33.41,52.42,48.93,3,9,17,0,20,5
24.1,54.53,37.08,0,6,42,3,0,6
30.76,52.1,45.25,1,2,10,0,38,0
33.33,67.32,54.05,3,3,14,0,38,6
32.57,60.04,49.72,0,2,9,0,31,0
33.14,49.74,33.96,3,2,15,21,16,2
36.86,63.61,26.57,1,5,19,0,24,3
31.44,53.24,45.64,4,5,19,0,20,6
24.61,49.42,45.94,0,4,39,4,4,3
31.16,52.39,22.68,2,3,44,1,0,4
31.73,64.39,55.77,0,5,6,11,25,4
27.73,55.39,44.28,0,9,34,3,4,6
29.91,67.67,41.74,4,10,27,0,21,5
28.48,69.72,42.47,1,4,44,0,2,3
26.37,52.84,20.0,1,10,4,7,28,3
37.29,68.48,37.23,1,1,38,0,0,3
27.28,49.29,53.75,2,2,27,1,15,2
28.54,52.41,56.61,4,3,9,13,29,2
35.52,58.55,37.93,2,5,22,2,21,4
34.31,59.99,45.08,3,1,12,2,39,3
22.21,52.71,52.42,1,8,12,0,12,4
32.06,70.94,66.54,0,9,5,0,11,6
39.45,61.53,28.76,2,8,15,0,39,1
28.44,52.58,36.69,0,0,6,18,21,6
24.39,61.39,39.84,4,0,18,0,21,1
27.7,55.99,39.51,1,10,35,0,0,6
27.84,67.18,46.95,0,1,18,0,17,0
24.56,58.5,32.41,1,5,17,0,23,2
32.07,67.78,33.63,1,10,18,0,18,4
31.04,52.32,62.57,2,8,10,8,26,2
24.82,49.2,36.28,1,6,7,0,18,2
29.17,47.64,58.77,1,5,38,4,0,5
22.49,53.29,40.75,2,2,24,3,27,2
30.17,51.2,34.47,0,2,7,9,16,4
29.86,52.39,28.29,2,8,10,0,44,6
26.36,64.53,20.0,0,8,0,21,19,2
29.94,57.63,50.05,2,7,9,13,18,0
24.42,60.92,38.85,4,9,9,11,14,5
35.93,62.74,49.08,4,2,7,2,39,0
28.33,55.61,32.04,1,1,39,3,0,1
32.95,64.98,33.74,1,3,26,0,25,1
25.86,69.87,40.56,1,0,8,0,39,0
32.74,52.59,32.29,4,7,19,3,21,1
27.17,60.75,56.14,3,2,10,10,32,6
24.86,49.39,31.93,3,6,31,4,0,2
40.0,74.58,50.59,0,5,44,0,0,0
26.12,62.49,63.64,4,0,18,2,33,5
29.0,56.76,20.0,4,1,12,0,39,6
32.73,57.84,40.73,4,5,24,0,19,3
29.99,62.67,29.97,4,4,14,0,40,6
26.67,56.31,37.51,3,3,23,0,19,3
33.3,67.48,42.24,2,0,9,0,32,2
35.44,66.64,32.53,4,6,11,0,42,2
33.13,57.08,25.06,0,5,10,3,40,6
35.11,62.94,34.46,4,7,15,0,36,6
29.01,61.71,48.57,4,6,13,0,14,6
38.94,75.61,49.89,1,3,34,0,0,5
30.55,51.34,42.6,0,8,9,0,7,2
28.16,58.55,25.26,1,0,18,1,15,3
40.0,64.09,46.49,4,9,4,4,29,6
29.35,62.25,39.85,2,2,12,4,5,6
26.48,62.9,33.45,4,5,9,15,16,5
27.66,47.56,41.75,0,2,11,1,9,0
35.72,68.72,25.91,3,10,21,0,18,3
28.79,48.06,37.93,2,10,36,0,3,4
34.17,58.77,44.38,4,8,43,3,1,4
26.8,44.21,38.52,4,2,23,4,15,1
28.95,59.12,26.9,0,10,33,0,1,0
32.83,68.78,37.84,4,10,38,1,0,0
25.25,45.43,65.6,0,1,35,0,4,1
30.33,62.51,68.4,4,9,28,4,22,3
32.02,63.85,28.71,3,3,39,1,4,2
31.17,55.69,40.48,2,10,35,0,3,2
28.93,70.5,64.49,0,3,10,16,18,0
30.87,63.26,31.49,0,1,25,4,19,4
25.69,62.47,65.56,0,6,38,0,0,2
28.09,62.05,41.9,3,10,7,4,9,1
32.56,65.99,36.24,2,2,14,4,18,3
30.46,54.2,26.28,0,1,11,7,32,0
35.65,66.09,33.49,0,5,17,0,23,3
29.94,55.21,52.74,3,0,19,1,25,5
21.71,49.72,30.07,0,6,15,14,10,6
26.09,61.38,37.05,0,9,8,10,17,3
31.74,68.91,47.96,1,4,38,0,3,4
38.84,61.78,60.96,2,3,14,0,34,6
30.25,53.77,39.07,1,1,18,0,17,5
32.22,67.1,64.91,3,2,9,2,36,4
26.13,55.16,61.36,0,7,16,0,39,5
37.33,62.07,24.59,4,10,12,2,43,0
31.94,43.31,56.99,3,1,14,0,14,3
28.23,54.78,46.69,4,7,36,0,0,1
30.54,45.68,27.66,2,7,11,0,35,3
30.6,55.38,35.35,2,6,2,23,17,5
39.13,73.24,41.33,2,3,9,3,42,4
25.75,61.91,33.57,1,10,20,0,17,6
29.99,60.85,46.92,2,0,25,0,18,3
40.0,68.84,70.0,3,4,10,0,38,0
31.08,51.34,55.35,1,5,15,1,7,4
28.77,51.58,35.29,1,7,33,0,0,6
40.0,64.69,54.83,2,8,8,8,25,5
27.43,51.19,59.36,4,9,11,0,37,2
32.79,45.26,26.63,2,10,38,0,0,0
31.04,71.72,53.87,1,6,12,12,7,1
25.99,51.27,38.05,2,3,25,0,15,5
38.25,61.62,25.91,2,9,9,1,11,3
25.03,59.25,46.72,3,9,7,11,15,6
22.52,59.32,31.39,0,8,36,0,3,2
26.12,56.29,67.0,2,3,10,0,6,1
26.09,50.71,44.3,0,7,12,4,34,4
38.53,69.75,61.48,1,6,13,0,36,0
28.93,60.61,46.4,4,8,38,0,0,2
29.51,57.86,47.6,0,0,17,4,11,3
33.95,69.5,26.36,3,1,15,2,38,3
30.99,47.42,57.98,1,8,5,3,10,4
32.26,54.9,62.24,4,3,7,0,36,6
31.83,67.7,37.31,3,0,3,17,17,1
31.94,61.1,52.49,2,7,14,0,36,6
26.53,58.97,45.49,0,8,20,1,25,0
28.16,49.51,36.1,4,2,32,3,1,0
38.8,63.61,68.24,0,8,12,0,37,6
21.85,44.0,49.66,1,1,11,10,17,1
35.0,65.39,37.65,2,8,18,2,44,5
31.91,54.59,63.99,2,7,13,10,10,1
26.67,55.69,30.74,2,1,23,4,22,0
26.68,54.5,38.68,2,9,9,0,13,2
29.19,60.94,42.0,3,5,27,3,15,3
22.27,59.9,51.79,1,2,12,2,11,3
37.63,71.29,50.14,3,1,20,4,22,0
33.13,70.61,42.85,2,10,18,11,10,5
28.6,56.17,57.59,1,2,35,0,4,6
34.35,60.57,46.46,4,7,23,0,24,4
23.82,53.92,33.92,1,7,46,0,3,6
27.76,52.38,36.17,2,5,22,3,20,2
24.68,43.45,57.28,2,6,5,0,18,3
24.1,45.69,20.64,3,5,35,0,1,5
30.87,65.28,46.28,1,5,6,12,12,6
33.69,71.85,50.83,4,4,31,0,0,4
33.65,65.32,70.0,1,4,17,2,37,1
30.33,44.11,26.82,0,2,14,0,13,5
29.74,63.49,44.31,4,10,21,4,26,4
26.3,54.13,34.21,4,7,15,0,37,2
24.96,44.47,66.11,4,8,8,0,9,2
33.57,60.78,51.96,3,6,16,0,37,0
33.5,56.07,54.11,1,5,14,0,14,0
30.24,61.77,37.68,2,9,14,0,16,3
37.62,69.05,44.74,3,7,5,9,31,5
25.79,60.67,43.34,1,6,36,0,0,5
30.35,60.18,63.97,4,4,35,4,1,5
31.38,51.49,61.27,3,6,6,3,38,1
29.28,71.07,35.67,0,8,12,3,41,6
31.0,57.54,48.96,3,0,5,10,26,5
33.3,68.18,47.51,1,2,14,18,8,1
22.85,55.1,29.09,3,5,13,1,43,1
33.98,62.99,50.43,4,0,10,0,9,3
28.82,62.48,20.0,0,4,14,0,10,1
29.99,66.83,47.07,2,6,9,0,37,6
34.18,67.07,58.67,2,9,19,3,39,2
40.0,67.75,56.43,2,0,38,4,0,1
32.67,56.77,40.22,1,3,38,0,0,2
22.13,50.96,59.06,1,1,8,0,10,6
24.84,53.53,34.79,4,4,19,14,6,2
30.24,58.88,49.24,2,9,20,0,23,1
25.81,58.56,40.21,0,10,20,1,19,6
34.23,69.79,65.57,1,6,12,0,40,2
28.67,57.67,21.0,1,4,40,0,1,3
30.8,55.01,25.0,0,5,35,0,0,2
31.14,57.5,63.08,2,1,35,0,0,5
33.11,67.57,32.21,2,10,4,12,30,5
31.43,63.1,43.59,0,7,7,6,29,1
29.73,59.06,69.92,4,4,5,14,31,5
21.23,46.1,36.59,0,2,8,10,15,1
28.01,50.89,20.0,2,4,10,0,39,3
23.56,57.65,42.16,3,1,30,0,0,5
32.72,58.96,60.48,0,7,37,1,3,3
31.16,48.63,20.19,4,5,37,0,1,4
29.76,64.65,52.47,3,5,28,0,17,0
36.17,68.75,32.62,0,1,38,0,0,1
26.1,47.54,20.66,2,1,11,2,11,3
33.77,48.38,32.49,2,1,6,11,20,1
25.64,55.98,37.32,3,3,27,0,19,1
21.73,48.03,43.37,4,3,4,14,15,3
28.89,46.84,27.93,2,10,26,0,16,1
33.59,51.12,39.54,0,10,18,4,43,2
26.21,66.15,51.0,3,10,10,10,11,3
39.86,71.81,57.26,3,5,36,0,0,3
26.38,63.29,52.18,1,2,21,4,20,1
25.54,62.93,36.09,2,6,40,3,0,1
27.38,60.32,50.76,4,7,5,13,26,1
23.59,52.26,42.23,4,8,20,1,25,3
33.97,49.49,35.62,1,3,12,0,13,1
33.16,51.42,47.39,2,1,10,3,5,2
25.25,46.12,56.39,0,1,36,4,1,6
28.82,61.5,42.75,1,2,18,1,11,5
30.93,67.78,70.0,0,2,10,9,24,6
34.27,65.79,45.96,0,5,16,0,13,0
28.52,52.04,64.54,0,6,35,4,0,6
26.18,60.1,34.98,2,1,20,0,20,5
30.19,67.0,24.65,4,1,10,0,37,3
26.15,56.28,48.04,0,1,18,0,20,4
26.51,50.62,55.85,4,3,10,6,27,5
32.89,53.28,63.35,0,4,12,3,42,6
31.36,66.66,46.26,1,2,18,0,23,2
25.37,51.4,67.69,3,2,13,0,35,3
29.14,67.8,49.49,3,6,20,0,26,0
29.89,71.8,41.42,2,6,16,0,34,5
30.69,55.65,63.02,1,1,11,8,34,6
31.52,67.58,32.04,4,2,3,7,27,5
26.01,41.55,61.19,0,2,39,0,0,6
30.43,55.84,34.76,4,6,15,0,36,3
32.51,62.88,48.48,2,8,22,1,18,6
27.22,49.1,27.15,1,5,2,11,21,4
36.5,68.47,38.52,3,1,11,13,30,6
21.59,54.14,68.42,2,0,14,0,13,5
30.75,52.41,36.1,1,5,21,1,25,1
27.98,51.57,32.44,4,8,40,3,4,0
33.96,52.94,35.23,4,10,19,2,18,6
27.85,52.65,33.33,1,10,24,0,13,3
26.51,63.74,20.0,1,10,16,0,41,4
29.01,58.45,25.72,3,0,17,0,36,6
31.19,57.06,56.73,3,10,10,11,32,1
24.32,46.37,64.36,4,2,13,8,10,5
27.82,58.73,41.49,2,2,11,4,17,3
29.29,73.05,60.5,4,9,12,0,14,2
33.05,59.1,34.65,2,10,4,7,27,4
30.4,60.08,37.04,2,2,41,2,0,0
26.8,53.34,39.36,3,9,12,0,14,6
33.99,56.59,20.08,4,3,15,0,35,1
22.1,47.1,47.6,2,5,18,1,27,3
31.57,49.29,48.02,4,4,20,0,20,2
37.51,57.76,60.62,0,6,9,6,32,0
30.49,61.62,43.88,1,10,21,0,21,5
33.16,70.77,55.48,4,9,14,1,43,0
25.11,67.21,30.73,1,2,7,0,17,0
32.74,60.15,33.03,0,10,6,0,32,6
27.57,60.24,46.64,0,2,9,10,19,2
22.71,50.4,40.46,0,7,27,2,24,6
28.32,57.04,36.82,0,7,36,2,0,5
38.64,60.03,32.44,4,1,38,3,0,4
30.56,52.13,44.67,1,7,20,0,16,0
27.2,46.67,31.41,1,1,9,0,17,0
29.09,44.8,44.98,0,4,31,0,0,2
27.56,50.27,33.38,0,3,9,17,17,3
29.91,71.44,52.85,2,4,5,23,25,6
30.04,59.31,23.46,0,10,37,2,0,6
40.0,70.46,49.59,0,1,11,20,17,5
31.02,63.58,48.47,2,9,5,0,14,5
38.72,62.6,32.93,1,3,14,0,41,0
30.61,64.43,45.47,3,1,25,4,19,0
30.45,47.88,24.31,3,4,46,3,0,3
28.73,61.1,60.49,0,5,8,11,11,2
28.37,51.61,45.94,3,6,4,7,30,3
25.09,43.46,52.01,0,8,11,0,8,1
26.06,45.12,29.83,1,7,9,17,19,4
27.7,52.81,45.3,3,5,8,20,14,0
33.17,57.64,31.57,3,10,18,2,34,6
26.6,55.39,57.23,3,6,34,0,1,2
24.5,53.2,40.47,4,8,6,18,18,5
29.08,60.86,42.96,2,10,42,0,0,4
34.13,51.37,63.68,1,7,6,14,29,0
25.24,50.51,43.13,1,0,11,0,12,1
23.91,49.16,24.07,0,8,4,6,28,2
27.47,58.55,35.02,2,5,9,22,11,4
26.71,53.04,48.29,3,5,37,0,0,4
34.59,63.22,42.17,1,3,14,0,41,4
25.82,49.88,37.06,0,7,27,0,18,1
32.62,66.69,34.48,2,2,23,2,18,5
36.46,69.63,49.78,4,4,11,2,8,1
28.63,48.69,39.09,3,8,40,0,1,3
31.48,74.48,40.94,3,7,21,0,24,5
30.1,61.63,36.49,0,1,12,2,28,5
28.57,50.92,24.51,1,2,7,10,25,3
24.06,52.41,28.87,0,9,27,3,18,0
32.76,50.53,26.65,4,9,17,4,32,1
32.02,56.24,36.81,3,3,33,1,0,5
27.39,68.54,31.22,4,1,13,0,40,6
28.17,44.52,37.4,4,1,27,4,15,5
39.6,57.34,40.13,4,6,11,0,36,5
27.83,67.66,56.62,4,0,14,14,19,0
26.0,54.8,54.3,3,1,7,6,30,1
27.72,53.82,38.47,1,9,40,1,0,0
26.97,44.41,51.42,2,4,6,21,14,5
34.47,63.73,36.79,3,8,14,0,35,3
39.41,72.15,42.56,0,4,8,17,16,3
35.0,63.21,33.69,3,7,6,15,18,5
33.33,65.37,31.42,0,8,39,0,4,0
37.4,66.12,61.2,2,4,23,0,22,2
21.33,59.53,34.34,3,7,11,0,17,4
31.46,62.0,46.01,0,0,9,13,17,6
33.94,65.0,36.07,3,8,44,0,4,0
31.36,59.58,69.23,4,3,16,0,34,3
26.24,43.51,41.0,3,8,25,4,23,3
37.57,60.17,47.52,1,6,8,13,14,1
31.62,67.35,40.08,2,1,12,16,11,5
32.76,52.66,70.0,1,9,18,4,30,3
33.93,52.27,42.0,1,10,15,0,37,4
40.0,71.21,45.73,1,8,38,0,2,5
33.55,59.39,30.38,1,3,14,0,34,2
31.97,58.12,24.71,4,0,25,1,19,6
37.0,55.83,42.57,0,9,23,0,18,0
22.38,50.14,29.26,3,2,17,3,44,6
29.83,52.91,34.01,4,10,11,4,9,3
34.6,57.76,33.56,4,10,18,0,42,6
24.63,50.31,63.27,4,8,36,0,0,2
28.46,54.38,40.69,2,1,22,0,25,1
34.16,69.55,53.12,1,8,5,6,23,4
28.72,55.54,27.69,4,8,39,0,3,4
34.75,56.36,27.64,0,1,3,16,21,6
27.34,54.86,36.42,1,1,28,3,21,3
31.48,49.9,41.72,4,10,38,0,0,2
32.2,53.44,28.81,4,3,12,1,15,4
32.88,64.12,33.49,3,2,9,0,36,6
27.04,49.54,35.64,2,1,13,0,12,4
34.58,65.76,56.38,4,4,18,4,40,2
32.86,71.74,67.98,1,1,15,13,19,4
29.02,43.2,31.33,4,0,34,0,4,6
35.62,63.55,49.96,1,9,13,2,36,6
26.47,64.77,23.03,3,4,8,20,12,6
30.32,69.9,51.72,0,8,5,6,29,0
37.98,63.73,31.31,2,9,13,4,37,1
24.99,55.26,37.78,1,5,9,18,13,5
27.03,63.04,37.86,4,3,28,0,22,2
27.0,44.44,50.65,4,10,25,0,14,4
22.74,59.33,60.29,4,1,14,0,4,5
33.12,67.93,44.16,4,6,16,18,15,0
28.82,49.32,54.64,0,6,14,1,39,0
26.84,60.73,44.94,1,10,36,0,0,2
33.36,58.08,48.3,0,9,9,14,17,2
26.54,64.11,37.2,4,9,8,9,34,1
24.72,63.9,39.65,4,7,15,21,11,3
23.56,60.5,36.73,2,4,9,0,5,3
30.38,63.85,24.8,3,8,11,14,16,0
28.1,59.34,39.97,2,8,4,18,16,2
27.21,55.78,28.17,3,2,7,6,27,6
34.83,66.32,48.03,0,7,18,0,21,6
27.7,55.91,25.34,2,4,38,0,0,0
24.39,46.09,36.57,0,1,26,4,26,0
36.99,77.28,25.49,0,10,9,0,37,0
32.44,66.7,44.68,0,8,6,2,14,1
34.35,65.77,49.74,1,7,22,1,20,4
31.54,64.72,32.88,2,6,6,10,27,4
31.63,63.91,42.19,3,10,40,4,1,0
32.04,75.94,20.1,0,10,8,6,27,0
28.35,58.1,36.8,2,2,34,4,0,4
30.62,58.67,46.57,4,10,14,0,9,3
25.71,43.52,40.7,2,5,15,0,34,6
33.22,60.99,43.26,3,5,37,0,3,6
29.92,50.28,36.3,1,2,32,0,2,6
26.25,53.05,28.22,4,8,7,3,9,6
27.4,59.79,36.45,2,6,12,0,11,0
39.29,62.84,52.03,3,4,3,7,32,2
27.21,58.5,64.74,0,7,13,4,31,1
28.88,60.38,31.01,3,10,12,0,40,1
26.97,51.01,56.59,2,5,14,4,11,0
30.38,63.18,56.23,2,9,12,11,26,1
36.01,67.22,35.57,3,9,35,0,0,5
33.67,56.87,39.33,4,5,25,0,23,3
37.68,54.79,33.81,4,8,15,0,45,6
22.12,45.25,38.99,3,9,7,12,19,2
32.18,53.93,42.41,1,10,16,0,14,1
33.87,55.06,65.59,3,5,11,0,9,6
29.63,72.87,59.15,1,6,8,11,28,6
24.32,45.16,50.1,4,6,9,3,38,5
27.86,59.09,26.75,0,6,4,20,24,0
25.48,58.52,38.7,1,1,14,2,31,4
37.88,62.19,32.88,2,6,7,0,36,5
32.84,55.64,38.3,0,7,33,4,3,4
29.85,63.07,35.41,4,7,9,2,36,5
24.47,48.15,50.29,1,7,18,0,19,3
25.43,56.68,51.55,3,10,24,0,14,1
32.52,76.7,58.47,4,9,18,0,42,1
22.93,53.13,31.62,3,10,35,0,0,6
27.23,57.59,62.86,2,6,13,7,26,6
34.29,77.99,23.79,2,6,8,1,11,0
35.01,59.29,60.12,2,5,4,10,29,1
28.79,50.73,37.84,0,2,30,1,2,0
25.3,56.4,43.77,0,2,20,3,22,5
29.81,61.85,63.84,1,3,12,10,33,0
35.87,58.52,45.11,2,1,15,14,14,4
21.58,47.1,30.17,4,6,35,0,0,6
34.09,58.05,39.69,1,7,6,1,5,3
26.72,58.52,62.69,1,6,11,3,12,6
22.04,58.49,29.03,2,2,8,19,17,1
22.5,51.88,36.58,2,4,41,0,2,0
38.05,71.56,50.94,1,2,11,9,15,0
28.21,59.97,54.67,3,9,6,2,5,5
35.11,69.12,38.09,3,5,7,4,24,5
33.34,55.54,24.95,2,4,18,0,22,0
28.36,53.52,39.93,4,0,22,0,20,4
30.1,74.95,61.83,4,8,20,2,22,6
28.07,60.67,37.38,1,10,5,8,27,3
27.75,63.56,36.82,0,9,14,4,8,5
30.96,49.06,48.58,3,3,20,1,23,0
34.57,67.12,53.8,2,0,11,9,32,6
24.58,66.09,47.42,1,4,22,0,25,6
25.28,48.9,53.75,2,4,27,4,22,0
21.29,52.95,54.28,0,5,15,3,12,4
34.65,67.45,27.77,1,7,13,3,37,5
32.71,63.72,42.47,3,0,41,0,0,5
31.56,58.38,47.62,3,3,44,0,4,0
29.88,57.23,30.93,3,3,36,2,0,5
29.61,74.1,58.36,1,9,40,0,1,0
27.26,59.75,46.54,0,8,24,0,25,4
31.1,59.38,64.58,0,4,20,0,20,3
27.62,42.65,34.2,3,2,19,13,15,5
23.39,51.7,38.58,4,8,17,0,40,6
30.76,65.37,56.76,0,10,8,0,41,1
27.59,52.68,22.3,0,9,16,1,43,2
29.22,56.15,58.3,1,6,7,0,14,2
29.0,51.21,32.58,4,0,12,0,14,6
29.99,59.24,41.71,2,6,12,4,12,6
30.55,55.03,34.97,4,8,3,19,13,2
28.25,51.77,37.97,2,8,25,0,26,0
21.43,41.07,57.57,3,9,12,1,5,1
22.87,46.84,31.51,4,5,22,0,19,3
37.21,59.96,69.61,2,6,24,3,15,0
32.81,69.92,24.3,1,7,8,11,29,5
26.37,67.22,61.02,0,10,10,0,39,3
33.72,60.97,44.56,4,10,8,12,20,3
24.53,55.6,43.85,0,0,12,5,27,0
25.84,58.46,68.74,2,9,6,9,33,3
20.28,44.28,64.04,0,3,33,4,0,2
32.16,62.49,27.24,0,1,12,0,36,6
23.79,54.8,34.58,0,5,46,3,0,2
27.6,61.91,38.15,4,5,22,0,22,5
38.17,72.1,28.01,3,5,10,0,34,4
27.77,55.5,48.92,3,10,12,12,24,3
30.42,47.39,30.58,1,8,9,15,22,4
32.29,54.87,41.39,1,7,26,3,19,5
